Measure Mode: wall_time
Thread ID: 70212763973840
Fiber ID: 70212781748700
Total: 0.473946
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.293     0.000     0.000     0.293        4  *ActiveRecord::Associations::Preloader::Association#run 
  0.00      0.000     0.000     0.000     0.000        1   Set#initialize 
  0.00      0.004     0.000     0.000     0.004        3   Arel::Visitors::DepthFirst#nary 
  0.00      0.000     0.000     0.000     0.000        2   Enumerable#find_all 
  0.00      0.000     0.000     0.000     0.000        4   Kernel#object_id 
  0.00      0.000     0.000     0.000     0.000        3   <Module::QualifiedConstUtils>#names 
  0.00      0.000     0.000     0.000     0.000        3   String#match 
  0.00      0.000     0.000     0.000     0.000        4   Array#push 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::Cache#validate_options_hash! 
  0.00      0.335     0.000     0.000     0.335        4  *ActiveRecord::Relation#load 
  0.00      0.000     0.000     0.000     0.000        5   <Class::ActiveRecord::Base>#attribute_types_cached_by_default 
  0.00      0.314     0.000     0.000     0.314        4  *ActiveRecord::Associations::Preloader#preloaders_for_one 
  0.00      0.000     0.000     0.000     0.000        3   Module#anonymous? 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#validate_order_args 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ExplainSubscriber#start 
  0.00      0.473     0.000     0.000     0.473      103  *ActiveRecord::Delegation#each 
  0.00      0.000     0.000     0.000     0.000        4   String#capitalize 
  0.00      0.271     0.000     0.000     0.271        1   ActiveRecord::Associations::Preloader::HasManyThrough#associated_records_by_owner 
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#fdiv 
  0.00      0.000     0.000     0.000     0.000        1   Module#include 
  0.00      0.006     0.000     0.000     0.006        1   ActiveModel::AttributeMethods::ClassMethods#define_attribute_methods 
  0.00      0.000     0.000     0.000     0.000        3   BasicObject#equal? 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::AttributeMethods::TimeZoneConversion::Type#initialize 
  0.00      0.316     0.000     0.000     0.316        4  *ActiveRecord::Associations::Preloader#preloaders_on 
  0.00      0.000     0.000     0.000     0.000        5   Hash#clear 
  0.00      0.000     0.000     0.000     0.000        4   Fixnum#- 
  0.00      0.000     0.000     0.000     0.000        3   Array#unshift 
  0.00      0.000     0.000     0.000     0.000        5   Array#== 
  0.00      0.000     0.000     0.000     0.000        3   Exception#exception 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#initialize 
  0.00      0.274     0.000     0.000     0.274        2  *ActiveRecord::Associations::Preloader::CollectionAssociation#preload 
  0.00      0.000     0.000     0.000     0.000        1   Module#append_features 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#order_values= 
  0.00      0.000     0.000     0.000     0.000        2   String#downcase 
  0.00      0.000     0.000     0.000     0.000        1   Set#do_with_enum 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#to_set 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#derive_foreign_key 
  0.00      0.006     0.000     0.000     0.006        1   Mutex_m#mu_synchronize 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::MriCacheBackend#[]= 
  0.00      0.000     0.000     0.000     0.000        1   ThreadSafe::NonConcurrentCacheBackend#[]= 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::AssociationReflection#collection? 
  0.00      0.000     0.000     0.000     0.000        2   Array#& 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::AssociationReflection#belongs_to? 
  0.00      0.316     0.000     0.000     0.316      218  *Enumerable#flat_map 
  0.00      0.000     0.000     0.000     0.000        1   Hash#blank? 
  0.00      0.316     0.000     0.000     0.316        1   ActiveRecord::Associations::Preloader#preloaders_for_hash 
  0.00      0.000     0.000     0.000     0.000        1   Module#included 
  0.00      0.000     0.000     0.000     0.000        1   Enumerable#each_entry 
  0.00      0.000     0.000     0.000     0.000        1   Kernel#instance_of? 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763968760
Fiber ID: 70212796256620
Total: 0.338732
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.02      0.339     0.000     0.339     0.000        1   Kernel#sleep 
  0.01      0.339     0.000     0.000     0.339        1   WEBrick::Utils::TimeoutHandler#initialize 
  0.00      0.000     0.000     0.000     0.000        1   <Class::Time>#now 
  0.00      0.000     0.000     0.000     0.000        1   Time#initialize 
  0.00      0.000     0.000     0.000     0.000        1   Hash#keys 
  0.00      0.000     0.000     0.000     0.000        1   Fixnum#+ 
  0.00      0.000     0.000     0.000     0.000        1   Array#each 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763973120
Fiber ID: 70212796290360
Total: 0.257848
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.02      0.258     0.000     0.258     0.000        1   <Class::IO>#select 
  0.01      0.258     0.000     0.000     0.258        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        1   Float#> 
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763973600
Fiber ID: 70212796293020
Total: 0.257774
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.258     0.000     0.258     0.000        1   <Class::IO>#select 
  0.00      0.258     0.000     0.000     0.258        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#== 
  0.00      0.000     0.000     0.000     0.000        1   Float#> 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763973360
Fiber ID: 70212796290280
Total: 0.257725
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.64      0.258     0.002     0.256     0.000        1   <Class::IO>#select 
  0.00      0.258     0.000     0.000     0.258        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        1   Float#> 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763972880
Fiber ID: 70212796290320
Total: 0.127207
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.02      0.127     0.000     0.127     0.000        1   <Class::IO>#select 
  0.01      0.127     0.000     0.000     0.127        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        1   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        1   Float#> 
  0.00      0.000     0.000     0.000     0.000        1   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212763972640
Fiber ID: 70212796256660
Total: 0.026212
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.08      0.026     0.000     0.026     0.000        1   <Class::IO>#select 
  0.03      0.026     0.000     0.000     0.026        1   WEBrick::HTTPServer#run 
  0.01      0.000     0.000     0.000     0.000        1   BasicObject#!= 
  0.01      0.000     0.000     0.000     0.000        1   Float#> 
  0.01      0.000     0.000     0.000     0.000        1   Symbol#== 

* indicates recursively called methods
