Measure Mode: wall_time
Thread ID: 70212782282580
Fiber ID: 70212755826020
Total: 0.678676
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.00      0.000     0.000     0.000     0.000        4   Set#initialize 
  0.00      0.006     0.000     0.000     0.006      448  *Arel::Visitors::DepthFirst#visit 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::QueryMethods#references! 
  0.00      0.000     0.000     0.000     0.000        6   Exception#initialize 
  0.00      0.000     0.000     0.000     0.000       20   Array#unshift 
  0.00      0.001     0.000     0.000     0.001        9   ActiveRecord::ConnectionHandling#connected? 
  0.00      0.000     0.000     0.000     0.000        8   ActiveRecord::ConnectionAdapters::DatabaseStatements#binds_from_relation 
  0.00      0.000     0.000     0.000     0.000       12   ActiveRecord::QueryMethods#select_values 
  0.00      0.004     0.000     0.000     0.004        8   <Class::ActiveRecord::Associations::Builder::Association>#define_callbacks 
  0.00      0.000     0.000     0.000     0.000        8   ActiveRecord::Reflection::AssociationReflection#can_find_inverse_of_automatically? 
  0.00      0.001     0.000     0.000     0.001        5   ActiveRecord::Reflection::AssociationReflection#derive_class_name 
  0.00      0.000     0.000     0.000     0.000        5   String#camelize 
  0.00      0.000     0.000     0.000     0.000       11  *Array#hash 
  0.00      0.000     0.000     0.000     0.000        8   <Class::ActiveRecord::Associations::Builder::Association>#create_builder 
  0.00      0.001     0.000     0.000     0.001        2   ActiveRecord::Relation#references_eager_loaded_tables? 
  0.00      0.000     0.000     0.000     0.000        4   Float#to_s 
  0.00      0.002     0.000     0.000     0.002        4   ActiveSupport::LogSubscriber#debug 
  0.00      0.001     0.000     0.000     0.001       10   ActiveSupport::Dependencies#autoload_module! 
  0.00      0.000     0.000     0.000     0.000        9   Arel::Visitors::ToSql#quote_column_name 
  0.00      0.001     0.000     0.000     0.001        4   ActiveSupport::Dependencies::WatchStack#new_constants 
  0.00      0.019     0.000     0.000     0.019        4   ActiveRecord::ConnectionAdapters::DatabaseStatements#select_all 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::Core::ClassMethods#arel_engine 
  0.00      0.000     0.000     0.000     0.000        8   Logger#format_message 
  0.00      0.000     0.000     0.000     0.000        6   Kernel#raise 
  0.00      0.000     0.000     0.000     0.000       12   <Class::ActiveRecord::Base>#pluralize_table_names 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Result#initialize_copy 
  0.00      0.000     0.000     0.000     0.000       25   Array#reverse 
  0.00      0.000     0.000     0.000     0.000       12   <Module::ActiveSupport::Dependencies>#loaded 
  0.00      0.001     0.000     0.000     0.001       10   ActiveSupport::Dependencies#autoloadable_module? 
  0.00      0.268     0.000     0.000     0.268        1   ActiveRecord::Associations::Preloader::ThroughAssociation#associated_records_by_owner 
  0.00      0.000     0.000     0.000     0.000        6   NameError#initialize 
  0.00      0.023     0.000     0.000     0.023       12   ActiveSupport::Dependencies#constantize 
  0.00      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::ConnectionHandler#connected? 
  0.00      0.000     0.000     0.000     0.000        6   Exception#set_backtrace 
  0.00      0.000     0.000     0.000     0.000        8   ActiveRecord::Reflection::AssociationReflection#calculate_constructable 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#collapse_wheres 
  0.00      0.000     0.000     0.000     0.000       21   <Class::ActiveRecord::Base>#attribute_types_cached_by_default 
  0.00      0.004     0.000     0.000     0.004        3   Arel::Visitors::ToSql#visit_Arel_Nodes_In 
  0.00      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_writers 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Predications#in 
  0.00      0.000     0.000     0.000     0.000       17   Mutex#unlock 
  0.00      0.002     0.000     0.000     0.002        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#tables 
  0.00      0.000     0.000     0.000     0.000       16   ActiveRecord::ExplainSubscriber#start 
  0.00      0.000     0.000     0.000     0.000        5   Array#collect 
  0.00      0.000     0.000     0.000     0.000       16   Fixnum#- 
  0.00      0.000     0.000     0.000     0.000       27   NilClass#inspect 
  0.00      0.000     0.000     0.000     0.000        6   <Module::Arel>#star 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::DescendantsTracker#inherited 
  0.00      0.001     0.000     0.000     0.001        6   ActiveModel::AttributeMethods::ClassMethods#attribute_alias? 
  0.00      0.000     0.000     0.000     0.000       27   #<Class:0x007fb75c545d10>#relation 
  0.00      0.000     0.000     0.000     0.000       16   Fixnum#fdiv 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::AssociationReflection#derive_foreign_key 
  0.00      0.000     0.000     0.000     0.000       12   ActiveRecord::QueryMethods#eager_load_values 
  0.00      0.000     0.000     0.000     0.000        4   <Module::Mutex_m>#extend_object 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Inheritance::ClassMethods#descends_from_active_record? 
  0.00      0.000     0.000     0.000     0.000       20   Module#included 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Sanitization::ClassMethods#sanitize_sql_for_conditions 
  0.00      0.000     0.000     0.000     0.000        6   <Module::Arel>#sql 
  0.00      0.000     0.000     0.000     0.000       21   ActiveRecord::ConnectionAdapters::Column#extract_default 
  0.00      0.000     0.000     0.000     0.000        4   ThreadSafe::Cache#validate_options_hash! 
  0.00      0.000     0.000     0.000     0.000       10   Array#reject! 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#primary_key_prefix_type 
  0.00      0.000     0.000     0.000     0.000        6   Arel::SelectManager#project 
  0.00      0.005     0.000     0.000     0.005       45  *Arel::Visitors::DepthFirst#visit_Array 
  0.00      0.000     0.000     0.000     0.000       16   Kernel#object_id 
  0.00      0.001     0.000     0.000     0.001        7  *ActiveRecord::Reflection::MacroReflection#class_name 
  0.00      0.001     0.000     0.000     0.001        8   ActiveSupport::Inflector#singularize 
  0.00      0.000     0.000     0.000     0.000        5   ActiveSupport::Inflector#demodulize 
  0.00      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_readers 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::NestedAttributes::ClassMethods#generate_association_writer 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::Reflection::AssociationReflection#valid_inverse_reflection? 
  0.00      0.381     0.000     0.000     0.381        4  *ActiveRecord::Relation#to_a 
  0.00      0.002     0.000     0.000     0.002        4   Logger#debug 
  0.00      0.004     0.000     0.000     0.004        5   ActiveRecord::ConnectionAdapters::SchemaCache#columns 
  0.00      0.002     0.000     0.000     0.002        2   ActiveRecord::Relation#to_sql 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::Associations::Preloader::Association#table 
  0.00      0.000     0.000     0.000     0.000       21   Hash#clear 
  0.00      0.001     0.000     0.000     0.001        8   String#singularize 
  0.00      0.008     0.000     0.000     0.008        8   ActiveRecord::QueryMethods#arel 
  0.00      0.003     0.000     0.000     0.003        3   ActiveRecord::Associations::Preloader::Association#query_scope 
  0.00      0.000     0.000     0.000     0.000       21   Kernel#instance_of? 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Core::ClassMethods#initialize_generated_modules 
  0.00      0.000     0.000     0.000     0.000        8   Module#local_constants 
  0.00      0.000     0.000     0.000     0.000        8   Hash#merge 
  0.00      0.005     0.000     0.000     0.005        6   Arel::Visitors::SQLite#visit_Arel_Nodes_SelectStatement 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::Associations::Preloader::Association#options 
  0.00      0.000     0.000     0.000     0.000       10   Hash#each_key 
  0.00      0.000     0.000     0.000     0.000       11   ActiveSupport::Callbacks::CallbackChain#append 
  0.00      0.000     0.000     0.000     0.000       16   Class#inherited 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#having_values 
  0.00      0.000     0.000     0.000     0.000        4   String#demodulize 
  0.00      0.000     0.000     0.000     0.000        6   Arel::TreeManager#initialize 
  0.00      0.000     0.000     0.000     0.000        7   Array#| 
  0.00      0.000     0.000     0.000     0.000       16   Module#extended 
  0.00      0.020     0.000     0.000     0.020        3   ActiveRecord::Associations::Preloader::Association#owners_by_key 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::QueryMethods#distinct_value 
  0.00      0.000     0.000     0.000     0.000        6   Arel::SelectManager#distinct 
  0.00      0.000     0.000     0.000     0.000       14   BasicObject#equal? 
  0.00      0.000     0.000     0.000     0.000        3   <Class::ActiveRecord::Base>#_validate_callbacks= 
  0.00      0.000     0.000     0.000     0.000        8   Logger#format_severity 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Visitors::ToSql#visit_Arel_Table 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#references_values= 
  0.00      0.000     0.000     0.000     0.000        4   Float#round 
  0.00      0.000     0.000     0.000     0.000        8   <Module::ActiveSupport::Dependencies>#autoloaded_constants 
  0.00      0.000     0.000     0.000     0.000       12   String#capitalize 
  0.00      0.000     0.000     0.000     0.000        3   ActiveModel::Validations::ClassMethods#validate 
  0.00      0.000     0.000     0.000     0.000        4   Mutex_m#mu_initialize 
  0.00      0.000     0.000     0.000     0.000        9   ActiveRecord::ConnectionAdapters::ConnectionPool#connected? 
  0.00      0.000     0.000     0.000     0.000       18   #<Class:0x007fb75c545d10>#name 
  0.00      0.094     0.000     0.000     0.094        3   ActiveRecord::Associations::Preloader::Association#load_slices 
  0.00      0.000     0.000     0.000     0.000        6   Regexp#match 
  0.00      0.077     0.000     0.000     0.077        6   Enumerable#each_slice 
  0.00      0.001     0.000     0.000     0.001        8   ActiveRecord::Result#to_hash 
  0.00      0.000     0.000     0.000     0.000        5   String#rindex 
  0.00      0.000     0.000     0.000     0.000        3   Struct#hash 
  0.00      0.000     0.000     0.000     0.000       21   Kernel#initialize_copy 
  0.00      0.002     0.000     0.000     0.002        4   ActiveRecord::ConnectionAdapters::SchemaCache#primary_keys 
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#nested_attributes_options= 
  0.00      0.006     0.000     0.000     0.006        3   ActiveRecord::Associations::ClassMethods#has_many 
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::Associations::Preloader::ThroughAssociation#reset_association 
  0.00      0.073     0.000     0.000     0.073        3   ActiveRecord::Delegation#to_ary 
  0.00      0.003     0.000     0.000     0.003        3   ActiveRecord::Associations::ClassMethods#belongs_to 
  0.00      0.000     0.000     0.000     0.000        6   String#strip! 
  0.00      0.000     0.000     0.000     0.000        7   ActiveRecord::QueryMethods#order_values 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Visitors::DepthFirst#initialize 
  0.00      0.000     0.000     0.000     0.000        6   String#match 
  0.00      0.022     0.000     0.000     0.022        4   Mutex_m#mu_synchronize 
  0.00      0.000     0.000     0.000     0.000        9   Enumerable#find_all 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#select_values= 
  0.00      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_accessors 
  0.00      0.000     0.000     0.000     0.000        8   <Module::ActiveSupport::Dependencies>#constant_watch_stack 
  0.00      0.000     0.000     0.000     0.000        4   Hash#deep_dup 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::Associations::Builder::SingularAssociation#valid_options 
  0.00      0.022     0.000     0.000     0.022        4   ActiveModel::AttributeMethods::ClassMethods#define_attribute_methods 
  0.00      0.004     0.000     0.000     0.004        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#columns 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Nodes::JoinSource#empty? 
  0.00      0.000     0.000     0.000     0.000        6   Arel::Nodes::JoinSource#initialize 
  0.00      0.000     0.000     0.000     0.000        6   ActiveSupport::LogSubscriber#colorize_logging 
  0.00      0.000     0.000     0.000     0.000        8   <Module::ActiveRecord::AutosaveAssociation::AssociationBuilderExtension>#valid_options 
  0.00      0.000     0.000     0.000     0.000        4   Set#do_with_enum 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#preload_values 
  0.00      0.001     0.000     0.000     0.001        3   <Class::ActiveRecord::Associations::Builder::BelongsTo>#define_callbacks 
  0.00      0.000     0.000     0.000     0.000        4   Enumerable#detect 
  0.00      0.000     0.000     0.000     0.000        4   <Module::Mutex_m>#define_aliases 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Nodes::And#initialize 
  0.00      0.004     0.000     0.000     0.004        3   <Class::ActiveRecord::Associations::Builder::CollectionAssociation>#define_callbacks 
  0.00      0.018     0.000     0.000     0.018        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#select 
  0.00      0.000     0.000     0.000     0.000        7   Hash#keys 
  0.00      0.000     0.000     0.000     0.000        2   <Class::UserSocialAccount(id: integer, user_id: integer, social_account_id: integer, created_at: datetime, updated_at: datetime)>#_save_callbacks 
  0.00      0.002     0.000     0.000     0.002        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#primary_key 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::ConnectionAdapters::QueryCache#locked? 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#group_values 
  0.00      0.000     0.000     0.000     0.000        4   ThreadSafe::MriCacheBackend#[]= 
  0.00      0.059     0.000     0.000     0.059        4   ActiveRecord::Associations::Preloader#grouped_records 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#limit_value 
  0.00      0.000     0.000     0.000     0.000        6   Exception#backtrace 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::QueryMethods#references_values 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::CollectionAssociation#initialize 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::AttributeMethods::PrimaryKey::ClassMethods#primary_key= 
  0.00      0.002     0.000     0.000     0.002        2   ActiveRecord::NestedAttributes::ClassMethods#accepts_nested_attributes_for 
  0.00      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::Base>#_save_callbacks 
  0.00      0.000     0.000     0.000     0.000        9   Array#inspect 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::LogSubscriber#odd? 
  0.00      0.000     0.000     0.000     0.000        4   ThreadSafe::NonConcurrentCacheBackend#[]= 
  0.00      0.000     0.000     0.000     0.000        6   String#to_i 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies::WatchStack#pop_modules 
  0.00      0.000     0.000     0.000     0.000        4   String#blank? 
  0.00      0.000     0.000     0.000     0.000       12   Module#== 
  0.00      0.117     0.000     0.000     0.117        2   ActiveRecord::Associations::Preloader::SingularAssociation#preload 
  0.00      0.325     0.000     0.000     0.325       12  *Enumerable#map 
  0.00      0.002     0.000     0.000     0.002        4   ActiveRecord::ConnectionAdapters::SQLite3Adapter#table_exists? 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies#load? 
  0.00      0.362     0.000     0.000     0.361        3  *ActiveRecord::Associations::Preloader#preload 
  0.00      0.002     0.000     0.000     0.002        1   ActiveRecord::Relation#== 
  0.00      0.003     0.000     0.000     0.003        3   ActiveRecord::Associations::Preloader::Association#records_for 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#reverse_order_value 
  0.00      0.000     0.000     0.000     0.000        7   Array#to_ary 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies::WatchStack#watch_namespaces 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_validators 
  0.00      0.000     0.000     0.000     0.000       21   Array#== 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#table_name_suffix 
  0.00      0.000     0.000     0.000     0.000        3   Arel::TreeManager#where 
  0.00      0.000     0.000     0.000     0.000        8   ActiveRecord::AttributeMethods::TimeZoneConversion::Type#initialize 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#readonly_value 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::BelongsTo#valid_options 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_reflections 
  0.00      0.000     0.000     0.000     0.000        4   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_create_callbacks 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::ConnectionAdapters::DatabaseLimits#in_clause_length 
  0.00      0.000     0.000     0.000     0.000        6   <Class::ActiveRecord::Base>#attribute_aliases 
  0.00      0.000     0.000     0.000     0.000        4   ActiveSupport::Dependencies#load_once_path? 
  0.00      0.000     0.000     0.000     0.000        4   ThreadSafe::NonConcurrentCacheBackend#initialize 
  0.00      0.000     0.000     0.000     0.000        4   Enumerable#to_set 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::Reflection::AssociationReflection#constructable? 
  0.00      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#autoload_once_paths 
  0.00      0.268     0.000     0.000     0.268        1   ActiveRecord::Associations::Preloader::HasManyThrough#associated_records_by_owner 
  0.00      0.000     0.000     0.000     0.000        6   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#_update_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#preprocess_order_args 
  0.00      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#before_add_for_social_actions= 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Preloader::Association#association_key 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::QueryMethods#includes_values= 
  0.00      0.077     0.000     0.000     0.077        3   Enumerator#each 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#defined_enums 
  0.00      0.003     0.000     0.000     0.003        3   ActiveRecord::Associations::Preloader::Association#scope 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Delegation#columns_hash 
  0.00      0.000     0.000     0.000     0.000        6   ActiveRecord::QueryMethods#offset_value 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#table_name_prefix 
  0.00      0.000     0.000     0.000     0.000        6   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#_create_callbacks 
  0.00      0.004     0.000     0.000     0.004        3   Arel::Visitors::ToSql#visit_Arel_Nodes_And 
  0.00      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#history 
  0.00      0.000     0.000     0.000     0.000        6   Exception#exception 
  0.00      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#warnings_on_first_load 
  0.00      0.000     0.000     0.000     0.000        4   <Module::ActiveSupport::Dependencies>#mechanism 
  0.00      0.000     0.000     0.000     0.000        6   String#hash 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::HasMany#valid_options 
  0.00      0.003     0.000     0.000     0.003        3   Arel::Visitors::DepthFirst#nary 
  0.00      0.004     0.000     0.000     0.004        3   Arel::Visitors::ToSql#visit_Array 
  0.00      0.000     0.000     0.000     0.000        4   Enumerable#each_entry 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_validate_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#after_remove_for_user_social_accounts= 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_create_callbacks 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::MacroReflection#autosave= 
  0.00      0.000     0.000     0.000     0.000        8   Symbol#=== 
  0.00      0.002     0.000     0.000     0.002        2   ActiveRecord::Associations::ClassMethods#has_one 
  0.00      0.355     0.000     0.000     0.355        4  *ActiveRecord::Associations::Preloader#preloaders_for_one 
  0.00      0.000     0.000     0.000     0.000        4   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_save_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_add_for_user_social_accounts= 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#after_add_for_social_accounts= 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_remove_for_social_accounts= 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::Associations::Preloader::CollectionAssociation#build_scope 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::CollectionAssociation#valid_options 
  0.00      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#after_add_for_social_actions= 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#after_remove_for_social_accounts= 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Nodes::Binary#hash 
  0.00      0.000     0.000     0.000     0.000        4   ActiveRecord::Reflection::AssociationReflection#belongs_to? 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#includes 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Relation#joined_includes_values 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::Builder::HasOne#valid_options 
  0.00      0.000     0.000     0.000     0.000        4   <Class::ActiveRecord::Base>#_update_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#after_add_for_user_social_accounts= 
  0.00      0.000     0.000     0.000     0.000        4   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#_save_callbacks 
  0.00      0.000     0.000     0.000     0.000        5   String#eql? 
  0.00      0.000     0.000     0.000     0.000        5   ActiveRecord::Associations::Builder::Association#define_extensions 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_add_for_social_accounts= 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Reflection::ThroughReflection#initialize 
  0.00      0.000     0.000     0.000     0.000        3   Arel::Table#hash 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#order! 
  0.00      0.310     0.000     0.000     0.310        4  *ActiveRecord::Associations::Preloader::Association#run 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::BelongsTo#macro 
  0.00      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#after_remove_for_social_actions= 
  0.00      0.000     0.000     0.000     0.000        1   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#before_remove_for_user_social_accounts= 
  0.00      0.358     0.000     0.000     0.358        4  *ActiveRecord::Associations::Preloader#preloaders_on 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::CollectionAssociation#define_extensions 
  0.00      0.000     0.000     0.000     0.000        1   <Class::SocialAccount(id: integer, social_id: string, social_name: string, created_at: datetime, updated_at: datetime, social_account_type_id: integer)>#before_remove_for_social_actions= 
  0.00      0.358     0.000     0.000     0.358      226  *Enumerable#flat_map 
  0.00      0.000     0.000     0.000     0.000        4   Arel::SelectManager#locked 
  0.00      0.001     0.000     0.000     0.001        1   ActiveRecord::Querying#includes 
  0.00      0.670     0.000     0.000     0.670      103  *ActiveRecord::Delegation#each 
  0.00      0.000     0.000     0.000     0.000        4   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_update_callbacks 
  0.00      0.000     0.000     0.000     0.000        1   ActiveSupport::Inflector#foreign_key 
  0.00      0.000     0.000     0.000     0.000        1   Hash#hash 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#order 
  0.00      0.000     0.000     0.000     0.000        2   <Class::ActiveRecord::Base>#nested_attributes_options 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::Reflection::ThroughReflection#derive_class_name 
  0.00      0.000     0.000     0.000     0.000        3   ActiveRecord::Associations::Builder::HasMany#macro 
  0.00      0.270     0.000     0.000     0.270        2  *ActiveRecord::Associations::Preloader::CollectionAssociation#preload 
  0.00      0.000     0.000     0.000     0.000        1   String#foreign_key 
  0.00      0.381     0.000     0.000     0.381        4  *ActiveRecord::Relation#load 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ExplainRegistry#initialize 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#validate_order_args 
  0.00      0.000     0.000     0.000     0.000        2   Arel::SelectManager#join_sources 
  0.00      0.358     0.000     0.000     0.358        1   ActiveRecord::Associations::Preloader#preloaders_for_hash 
  0.00      0.000     0.000     0.000     0.000        1   #<Class:0x007fb75cf0f198>#values 
  0.00      0.000     0.000     0.000     0.000        2   <Class::User(id: integer, name: string, email: string, age: string, created_at: datetime, updated_at: datetime)>#_validate_callbacks 
  0.00      0.000     0.000     0.000     0.000        2   Hash#update 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::QueryMethods#order_values= 
  0.00      0.000     0.000     0.000     0.000        2   ActiveRecord::Associations::Builder::HasOne#macro 
  0.00      0.000     0.000     0.000     0.000        2   Array#& 
  0.00      0.000     0.000     0.000     0.000        1   ActiveRecord::ExplainRegistry#reset 
  0.00      0.000     0.000     0.000     0.000        1   Thread#[]= 
  0.00      0.000     0.000     0.000     0.000        1   Hash#blank? 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212782280900
Fiber ID: 70212755815660
Total: 0.645533
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.645     0.000     0.645     0.000        2   <Class::IO>#select 
  0.01      0.646     0.000     0.000     0.645        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        2   Float#> 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212782330380
Fiber ID: 70212755826080
Total: 0.602295
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.02      0.602     0.000     0.602     0.000        2   <Class::IO>#select 
  0.00      0.602     0.000     0.000     0.602        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        2   Float#> 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#== 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212782281960
Fiber ID: 70212755825740
Total: 0.602223
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.02      0.602     0.000     0.602     0.000        2   <Class::IO>#select 
  0.00      0.602     0.000     0.000     0.602        1   WEBrick::HTTPServer#run 
  0.00      0.000     0.000     0.000     0.000        2   BasicObject#!= 
  0.00      0.000     0.000     0.000     0.000        2   Symbol#== 
  0.00      0.000     0.000     0.000     0.000        2   Float#> 

* indicates recursively called methods
Measure Mode: wall_time
Thread ID: 70212782331340
Fiber ID: 70212756123500
Total: 0.602179
Sort by: self_time

 %self      total      self      wait     child     calls  name
  0.01      0.602     0.000     0.602     0.000        2   <Class::IO>#select 
